glottocode,glottocode.1,language_name,iso_code,family_id,macroarea,lat,lng,countries,speaker_count,endangerment_level,lei_score,intergenerational_transmission,level,description,country,name
alge1239,alge1239,Algerian Arabic,arq,afro1255,Africa,35.4208,3.23033,DZ MA TN,205,Severely Endangered,78.2,0.385630120367302,language,,DZ MA TN,Algerian Arabic
alge1240,alge1240,Algerian Saharan Arabic,aao,afro1255,Africa,20.8884,4.80626,DZ EH LY MA NE,1353,Definitely Endangered,59.7,0.7297000157106645,language,,DZ EH LY MA NE,Algerian Saharan Arabic
algo1255,algo1255,Algonquin,alq,algi1248,North America,47.3876,-77.5258,CA,98,Critically Endangered,93.9,0.1061990740443874,language,,CA,Algonquin
alii1240,alii1240,Ali,aiy,atla1278,Africa,4.60014,18.0352,CD CF,918,Severely Endangered,76.0,0.4931953975245098,language,,CD CF,Ali
alip1234,alip1234,Alipur Sign Language,,sign1238,Eurasia,16.843564,77.107525,IN,3793,Definitely Endangered,52.5,0.7462535253841455,language,,IN,Alipur Sign Language
alla1247,alla1247,Allar,all,drav1251,Eurasia,11.0803,76.6593,IN,36,Critically Endangered,82.0,0.0730149303368797,language,,IN,Allar
alla1248,alla1248,Alladian,ald,atla1278,Africa,5.22371,-4.42647,CI,8828,Definitely Endangered,46.8,0.6893643045027282,language,,CI,Alladian
alle1238,alle1238,Allentiac,,huar1251,South America,-33.480938,-68.096924,AR,44,Critically Endangered,89.4,0.0775827803806479,language,,AR,Allentiac
alng1239,alng1239,Alngith,aid,pama1250,Australia,-12.5324,141.938,AU,595,Severely Endangered,77.5,0.5173563687984742,language,,AU,Alngith
aloa1235,aloa1235,Aloápam Zapotec,zaq,otom1299,North America,17.4137,-96.7438,MX,119,Severely Endangered,75.3,0.452977449861859,language,,MX,Aloápam Zapotec
alop1235,alop1235,Alo Phola,ypo,sino1245,Eurasia,23.59,101.933,CN,18514,Vulnerable,48.9,0.8070159873697025,language,,CN,Alo Phola
alor1247,alor1247,Alorese,aol,aust1307,Papunesia,-8.20382,124.264,ID,29,Critically Endangered,98.7,0.224852277074216,language,,ID,Alorese
alsa1242,alsa1242,Al-Sayyid Bedouin Sign Language,syy,sign1238,Eurasia,31.284444,34.916111,IL,0,Extinct,98.5,0.0,language,,IL,Al-Sayyid Bedouin Sign Language
alse1251,alse1251,Alsea-Yaquina,aes,,North America,44.408,-123.94,US,1204,Definitely Endangered,71.9,0.7579947845012053,language,,US,Alsea-Yaquina
alug1235,alug1235,Alugu,aub,sino1245,Eurasia,23.0,103.0,CN,21683,Vulnerable,41.0,0.8281468103384715,language,,CN,Alugu
aluk1238,aluk1238,Alu Kurumba,xua,drav1251,Eurasia,11.3456,76.7995,IN,53,Critically Endangered,85.7,0.1881738280182488,language,,IN,Alu Kurumba
alum1246,alum1246,Arum,aab,atla1278,Africa,9.01513,8.55956,NG,289,Severely Endangered,79.4,0.5843822652756205,language,,NG,Arum
alun1238,alun1238,Alune,alp,aust1307,Papunesia,-3.11477,128.394,ID,721,Severely Endangered,73.0,0.4044857387302529,language,,ID,Alune
aluo1235,aluo1235,Aluo,yna,sino1245,Eurasia,26.0,102.0,CN,3784,Definitely Endangered,61.9,0.7739382052295268,language,,CN,Aluo
alur1250,alur1250,Alur,alz,nilo1247,Africa,2.36213,31.0016,CD UG,140,Severely Endangered,80.6,0.5875313298017426,language,,CD UG,Alur
alut1245,alut1245,Alutor,alr,chuk1271,Eurasia,60.3844,165.653,RU,1733,Definitely Endangered,58.4,0.6977573652774326,language,,RU,Alutor
alvi1241,alvi1241,Alviri-Vidari,avd,indo1319,Eurasia,35.0075,50.3794,IR,185,Severely Endangered,79.2,0.3710294268227267,language,,IR,Alviri-Vidari
alya1239,alya1239,Alyawarr,aly,pama1250,Australia,-21.0427,136.835,AU,11,Critically Endangered,84.1,0.0459879489937385,language,,AU,Alyawarr
amah1245,amah1245,Amahai,amq,aust1307,Papunesia,-3.32028,128.939,ID,61,Critically Endangered,98.4,0.1504775721790723,language,,ID,Amahai
amah1246,amah1246,Amahuaca,amc,pano1259,South America,-10.2012,-72.3208,BR PE,46,Critically Endangered,89.5,0.2703984378921836,language,,BR PE,Amahuaca
amai1246,amai1246,Amaimon,ali,nucl1709,Papunesia,-5.18742,145.368,PG,73,Critically Endangered,86.3,0.1967826143286001,language,,PG,Amaimon
amal1242,amal1242,Amal,aad,sepi1257,Papunesia,-4.04517,141.995,PG,432,Severely Endangered,81.3,0.5314592585054982,language,,PG,Amal
amam1246,amam1246,Amam,,kuni1270,Papunesia,-7.9,146.92,PG,6,Critically Endangered,99.1,0.1325767902348521,language,,PG,Amam
amam1247,amam1247,Amami O Shima Sign Language,jks,sign1238,Eurasia,28.268372,129.358991,JP,21147,Vulnerable,37.6,0.8316318612904599,language,,JP,Amami O Shima Sign Language
aman1265,aman1265,Amanab,amn,bord1247,Papunesia,-3.51516,141.178,ID PG,173,Severely Endangered,72.2,0.5926224134910971,language,,ID PG,Amanab
aman1266,aman1266,Amanayé,ama,tupi1275,South America,-3.79772,-48.6613,BR,2,Critically Endangered,85.0,0.062517207060138,language,,BR,Amanayé
amap1240,amap1240,Ama (Papua New Guinea),amm,left1242,Papunesia,-4.20192,141.658,PG,537,Severely Endangered,76.7,0.5806879001118002,language,,PG,Ama (Papua New Guinea)
amar1271,amar1271,Amurdak,amg,iwai1246,Australia,-11.9876,132.878,AU,426,Severely Endangered,75.8,0.3357142353043088,language,,AU,Amurdak
amar1272,amar1272,Amara,aie,aust1307,Papunesia,-5.55778,148.68,PG,38,Critically Endangered,93.0,0.0877232605009342,language,,PG,Amara
amar1273,amar1273,Amarasi,aaz,aust1307,Papunesia,-10.21751,123.96373,ID,3,Critically Endangered,84.8,0.2510046497711827,language,,ID,Amarasi
amar1274,amar1274,Amarakaeri,amr,hara1260,South America,-12.4931,-70.5533,PE,0,Extinct,98.2,0.0,language,,PE,Amarakaeri
amas1236,amas1236,Ama (Sudan),nyi,nyim1244,Africa,12.0993,29.4332,SD,45,Critically Endangered,88.2,0.0920319501050685,language,,SD,Ama (Sudan)
amat1238,amat1238,Amatlán Zapotec,zpo,otom1299,North America,16.2707,-96.4003,MX,73,Critically Endangered,81.3,0.1672595480704612,language,,MX,Amatlán Zapotec
amba1263,amba1263,Amba (Uganda),rwm,atla1278,Africa,0.81206,30.0014,CD UG,233,Severely Endangered,73.1,0.4705595036564783,language,,CD UG,Amba (Uganda)
amba1265,amba1265,Ambai,amk,aust1307,Papunesia,-1.88126,136.526,ID,65,Critically Endangered,82.8,0.2182976747671005,language,,ID,Ambai
amba1266,amba1266,Amba (Solomon Islands),utp,aust1307,Papunesia,-11.2958,166.498,SB,2,Critically Endangered,90.3,0.2828719020501515,language,,SB,Amba (Solomon Islands)
amba1267,amba1267,Ambala Ayta,abc,aust1307,Papunesia,14.8156,120.283,PH,131,Severely Endangered,70.0,0.3053072494451079,language,,PH,Ambala Ayta
amba1269,amba1269,Ambakich,aew,kera1258,Papunesia,-4.23181,144.285,PG,11311,Vulnerable,39.6,0.8933222928902143,language,,PG,Ambakich
ambe1246,ambe1246,Ambermo,,uncl1493,Papunesia,-1.763355,137.903651,ID,4264,Definitely Endangered,58.5,0.7666531389708038,language,,ID,Ambermo
ambe1247,ambe1247,Ambele,ael,atla1278,Africa,5.94043,9.62028,CM,92,Critically Endangered,91.3,0.0357525375871453,language,,CM,Ambele
ambe1248,ambe1248,Ambelau,amv,aust1307,Papunesia,-3.85919,127.196,ID,9,Critically Endangered,86.0,0.2030199135276076,language,,ID,Ambelau
ambl1237,ambl1237,Amblong,alm,aust1307,Papunesia,-15.5169,166.95,VU,6751,Definitely Endangered,54.2,0.7344076210549255,language,,VU,Amblong
ambo1249,ambo1249,Ambo,amb,atla1278,Africa,7.07637,10.7798,NG,551,Severely Endangered,76.6,0.3833281540742265,language,,NG,Ambo
ambo1250,ambo1250,Ambonese Malay,abs,aust1307,Papunesia,-3.71342,128.184,ID,1157,Definitely Endangered,61.2,0.7543786020569944,language,,ID,Ambonese Malay
ambo1252,ambo1252,Ambo-Pasco Quechua,qva,quec1387,South America,-10.5138,-76.1135,PE,1128,Definitely Endangered,61.7,0.7744314600193298,language,,PE,Ambo-Pasco Quechua
ambr1239,ambr1239,Ambrak,aag,nucl1708,Papunesia,-3.61,142.56,PG,36,Critically Endangered,91.3,0.0742637367696514,language,,PG,Ambrak
ambu1247,ambu1247,Ambulas,abt,nduu1242,Papunesia,-3.7801,143.059,PG,1516,Definitely Endangered,57.7,0.7662213527339305,language,,PG,Ambulas
amda1238,amda1238,Amdang,amj,fura1235,Africa,14.7528,20.8912,TD,4556,Definitely Endangered,70.1,0.7520408727041524,language,,TD,Amdang
amdo1237,amdo1237,Amdo Tibetan,adx,sino1245,Eurasia,34.5177,100.485,CN,43862,Vulnerable,29.2,0.8076851376386778,language,,CN,Amdo Tibetan
amel1241,amel1241,Amele,aey,nucl1709,Papunesia,-5.29126,145.687,PG,95,Critically Endangered,81.7,0.2055421388432657,language,,PG,Amele
amer1248,amer1248,American Sign Language,ase,sign1238,North America,33.8117,-81.6121,BB BF BJ BO CA CD CF CI CN GA GH JM KE MG MR NG PH SG TD TG US ZW,116,Severely Endangered,66.5,0.3477087979329901,language,,BB BF BJ BO CA CD CF CI CN GA GH JM KE MG MR NG PH SG TD TG US ZW,American Sign Language
amga1235,amga1235,Amganad Ifugao,ifa,aust1307,Papunesia,16.9016,121.042,PH,846,Severely Endangered,67.3,0.3339989189740892,language,,PH,Amganad Ifugao
amha1245,amha1245,Amharic,amh,afro1255,Africa,11.708182,39.543456,DJ ET,644,Severely Endangered,73.1,0.5184768305785662,language,,DJ ET,Amharic
amii1238,amii1238,Ami,amy,west2434,Australia,-13.5573,130.04,AU,182,Severely Endangered,75.1,0.5815768463854131,language,,AU,Ami
amir1234,amir1234,Amira,,,Africa,10.0546,30.71992,SD,26,Critically Endangered,96.3,0.151467307910815,language,,SD,Amira
amis1246,amis1246,Amis,ami,aust1307,Papunesia,23.0917,121.348,CN,43,Critically Endangered,87.5,0.1488449354801483,language,,CN,Amis
amol1235,amol1235,Mol,alx,nucl1708,Papunesia,-3.46843,142.532,PG,117,Severely Endangered,81.9,0.3021070365503662,language,,PG,Mol
amol1236,amol1236,Amoltepec Mixtec,mbz,otom1299,North America,16.6521,-97.4518,MX,209,Severely Endangered,79.2,0.3932105523047263,language,,MX,Amoltepec Mixtec
amoo1242,amoo1242,Amo,amo,atla1278,Africa,10.3229,8.65405,NG,417,Severely Endangered,78.7,0.364939471690456,language,,NG,Amo
amor1239,amor1239,Amorite,,afro1255,Eurasia,34.71,40.72,SY,13099,Vulnerable,31.9,0.8007061574468851,language,,SY,Amorite
ampa1238,ampa1238,Ampari Dogon,aqd,dogo1299,Africa,14.15,-3.55,ML,1114,Definitely Endangered,56.6,0.7125832837217156,language,,ML,Ampari Dogon
ampa1239,ampa1239,Ampanang,apg,aust1307,Papunesia,-0.79259,116.349,ID,42,Critically Endangered,97.8,0.208186401725629,language,,ID,Ampanang
amri1238,amri1238,Amri Karbi,ajz,sino1245,Eurasia,26.024,91.482,IN,21,Critically Endangered,90.1,0.2996491196459345,language,,IN,Amri Karbi
amto1250,amto1250,Amto,amt,amto1249,Papunesia,-4.12165,141.339,PG,0,Extinct,102.5,0.0,language,,PG,Amto
amun1246,amun1246,Amundava,adw,tupi1275,South America,-9.04023,-62.3064,BR,901,Severely Endangered,81.3,0.512257315256165,language,,BR,Amundava
anaa1238,anaa1238,Anaang,anw,atla1278,Africa,4.94832,7.57969,NG,402,Severely Endangered,74.2,0.3270881047390562,language,,NG,Anaang
anak1240,anak1240,Anakalang,akg,aust1307,Papunesia,-9.63425,119.605,ID,51,Critically Endangered,88.9,0.1331235269291185,language,,ID,Anakalang
anal1239,anal1239,Anal,anm,sino1245,Eurasia,24.0506,94.2806,IN MM,2207,Definitely Endangered,51.8,0.7330598197523618,language,,IN MM,Anal
anam1247,anam1247,Anam,pda,nucl1709,Papunesia,-4.68869,145.051,PG,0,Extinct,100.0,0.0,language,,PG,Anam
anam1248,anam1248,Anamuxra,imi,nucl1709,Papunesia,-4.63762,144.991,PG,68,Critically Endangered,81.6,0.1482466980188078,language,,PG,Anamuxra
anam1249,anam1249,Anambé,aan,tupi1275,South America,-2.71119,-49.303,BR,3842,Definitely Endangered,59.7,0.6624671436261631,language,,BR,Anambé
anas1239,anas1239,Anasi,bpo,book1242,Papunesia,-1.73908,137.716,ID,10,Critically Endangered,92.5,0.016514445518454,language,,ID,Anasi
anat1248,anat1248,Ana Tinga Dogon,dti,dogo1299,Africa,14.6669,-3.1168,ML,0,Extinct,97.0,0.0,language,,ML,Ana Tinga Dogon
anau1243,anau1243,Anauyá,,araw1281,South America,1.480584,-65.413237,VE,175,Severely Endangered,79.6,0.4215835249793236,language,,VE,Anauyá
anca1236,anca1236,Áncá,acb,book1242,Africa,6.66524,11.1087,NG,983,Severely Endangered,81.8,0.4017874333785278,language,,NG,Áncá
anci1242,anci1242,Ionic-Attic Ancient Greek,grc,indo1319,Eurasia,39.8155,21.9129,GR,4740,Definitely Endangered,50.7,0.7720036247519245,language,,GR,Ionic-Attic Ancient Greek
anci1244,anci1244,Ancient Hebrew,hbo,afro1255,Eurasia,31.7761,35.1725,IL,5834,Definitely Endangered,59.8,0.6342583010023803,language,,IL,Ancient Hebrew
anci1245,anci1245,Ancient North Arabian,xna,afro1255,Eurasia,29.044,39.776,SA,837,Severely Endangered,75.6,0.5898905605236207,language,,SA,Ancient North Arabian
anci1249,anci1249,Ancient North Greek,,indo1319,Eurasia,40.825,22.144,GR,1415,Definitely Endangered,67.9,0.6517815132805453,language,,GR,Ancient North Greek
anda1280,anda1280,Andaman Creole Hindi,hca,indo1319,Eurasia,11.676,92.738,IN,0,Extinct,101.3,0.0,language,,IN,Andaman Creole Hindi
anda1283,anda1283,Andai,afd,araf1243,Papunesia,-4.96449,143.637,PG,260,Severely Endangered,76.6,0.3104356135855759,language,,PG,Andai
anda1284,anda1284,Andarum,aod,ramu1234,Papunesia,-4.48734,144.767,PG,0,Extinct,99.0,0.0,language,,PG,Andarum
anda1286,anda1286,Andaqui,ana,,South America,2.74999,-76.0,CO,920,Severely Endangered,79.1,0.4407978291341441,language,,CO,Andaqui
anda1287,anda1287,Andalusian Arabic,xaa,afro1255,Eurasia,36.54,-5.2,ES,6736,Definitely Endangered,56.4,0.7292145281569107,language,,ES,Andalusian Arabic
ande1247,ande1247,Andegerebinha,adg,pama1250,Australia,-22.51278,137.3515,AU,218,Severely Endangered,76.1,0.3918434234269736,language,,AU,Andegerebinha
andi1255,andi1255,Andi,ani,nakh1245,Eurasia,42.8078,46.2919,RU,4499,Definitely Endangered,62.6,0.6026887608507844,language,,RU,Andi
andi1257,andi1257,Andio,bzb,aust1307,Papunesia,-0.88368,123.174,ID,178,Severely Endangered,82.7,0.5862982997930094,language,,ID,Andio
ando1254,ando1254,Andoquero,,huit1251,South America,-0.666992,-72.310867,CO,17,Critically Endangered,89.7,0.1020997333100628,language,,CO,Andoquero
ando1255,ando1255,Andoa,anb,zapa1251,South America,-3.29664,-76.6056,PE,234,Severely Endangered,70.9,0.5796730917383688,language,,PE,Andoa
ando1256,ando1256,Andoque,ano,,South America,-0.53751,-72.0869,CO,196362,Safe,29.7,0.9321119522191804,language,,CO,Andoque
andr1246,andr1246,Andro,,sino1245,Eurasia,24.754303,94.033796,MM,1625,Definitely Endangered,63.3,0.7279942030013996,language,,MM,Andro
andr1248,andr1248,Andra-Hus,anx,aust1307,Papunesia,-2.05894,147.085,PG,37,Critically Endangered,93.2,0.176866977456768,language,,PG,Andra-Hus
anei1239,anei1239,Aneityum,aty,aust1307,Papunesia,-20.1864,169.825,VU,1383,Definitely Endangered,59.9,0.7625363386392899,language,,VU,Aneityum
anem1248,anem1248,Aneme Wake,aby,yare1250,Papunesia,-9.75911,148.479,PG,420,Severely Endangered,75.8,0.5730569453104756,language,,PG,Aneme Wake
anem1249,anem1249,Anem,anz,,Papunesia,-5.54836,148.993,PG,384,Severely Endangered,79.5,0.4381695011048536,language,,PG,Anem
anfi1235,anfi1235,Anfillo,myo,gong1255,Africa,8.568,34.647,ET,737,Severely Endangered,83.7,0.4276842312831622,language,,ET,Anfillo
anga1288,anga1288,Angami Naga,njm,sino1245,Eurasia,25.6841,93.8668,IN,7030,Definitely Endangered,54.2,0.7604829687211525,language,,IN,Angami Naga
anga1290,anga1290,Angaataha,agm,anga1289,Papunesia,-7.15012,146.352,PG,20,Critically Endangered,89.8,0.0400966025170022,language,,PG,Angaataha
anga1292,anga1292,Angal Heneng,akh,nucl1709,Papunesia,-6.13347,143.478,PG,62,Critically Endangered,96.3,0.0779480099823378,language,,PG,Angal Heneng
anga1293,anga1293,Angal,age,nucl1709,Papunesia,-6.0127,143.592,PG,240,Severely Endangered,86.4,0.3356376670064004,language,,PG,Angal
anga1294,anga1294,Angal Enen,aoe,nucl1709,Papunesia,-6.23296,143.583,PG,625,Severely Endangered,83.2,0.3899312628442432,language,,PG,Angal Enen
anga1315,anga1315,Angami Naga Sign Language,,sign1238,Eurasia,25.896367,93.719062,IN,421,Severely Endangered,87.4,0.463083833464329,language,,IN,Angami Naga Sign Language
anga1316,anga1316,Angaité,aqt,leng1261,South America,-22.85,-58.45,PY,152,Severely Endangered,70.9,0.5063502973427662,language,,PY,Angaité
angg1238,angg1238,Angkamuthi,avm,pama1250,Australia,-11.443,142.242,AU,94,Critically Endangered,80.6,0.0820841128230192,language,,AU,Angkamuthi
angg1239,angg1239,Angguruk Yali,yli,nucl1709,Papunesia,-4.0836,139.457,ID,114,Severely Endangered,80.1,0.5101661851716728,language,,ID,Angguruk Yali
angi1238,angi1238,Angika,anp,indo1319,Eurasia,26.0047,85.534,IN NP,0,Extinct,97.5,0.0,language,,IN NP,Angika
angl1239,angl1239,Archaic Angloromani,rme,indo1319,Eurasia,51.75,-2.56,AU GB US ZA,78552,Vulnerable,44.1,0.8416871868047876,language,,AU GB US ZA,Archaic Angloromani
ango1254,ango1254,Angor,agg,sena1264,Papunesia,-3.7167,141.199,PG,173,Severely Endangered,72.5,0.5232487374849334,language,,PG,Angor
ango1255,ango1255,Angoram,aog,lowe1423,Papunesia,-4.07758,144.028,PG,106,Severely Endangered,83.3,0.4610277527760528,language,,PG,Angoram
ango1257,ango1257,Angosturas Tunebo,tnd,chib1249,South America,6.54198,-71.9212,CO,675,Severely Endangered,82.4,0.5603131421824178,language,,CO,Angosturas Tunebo
ango1258,ango1258,Angolar,aoa,indo1319,Africa,0.11438,6.59486,ST,1203,Definitely Endangered,59.3,0.7697148125948527,language,,ST,Angolar
angu1242,angu1242,Anguthimri,awg,pama1250,Australia,-12.395,141.755,AU,4,Critically Endangered,88.2,0.1278562183466657,language,,AU,Anguthimri
anii1245,anii1245,Anii,blo,atla1278,Africa,9.11127,1.60169,BJ TG,10669,Vulnerable,32.6,0.8806404701118992,language,,BJ TG,Anii
anii1246,anii1246,//Ani,hnh,khoe1240,Africa,-19.0966,22.9088,BW,991,Severely Endangered,77.3,0.4733658906512173,language,,BW,//Ani
anim1239,anim1239,Animere,anf,atla1278,Africa,7.60385,0.41962,GH,107,Severely Endangered,72.4,0.3722091806672936,language,,GH,Animere
anin1240,anin1240,Anindilyakwa,aoi,gunw1250,Australia,-13.99904,136.6415,AU,1132,Definitely Endangered,68.7,0.6232961345868617,language,,AU,Anindilyakwa
anin1242,anin1242,Aninka,aqk,atla1278,Africa,9.08,8.51,NG,25542,Vulnerable,27.2,0.8047275829071189,language,,NG,Aninka
anip1235,anip1235,Ani Phowa,ypn,sino1245,Eurasia,23.7,103.6,CN,2377,Definitely Endangered,63.5,0.6497164135903526,language,,CN,Ani Phowa
anja1238,anja1238,Anjam,boj,nucl1709,Papunesia,-5.45899,145.717,PG,667,Severely Endangered,81.1,0.3249087330840878,language,,PG,Anjam
anka1246,anka1246,Ankave,aak,anga1289,Papunesia,-7.19444,145.754,PG,28,Critically Endangered,95.9,0.0564901914772219,language,,PG,Ankave
anma1239,anma1239,Anmatyerre,amx,pama1250,Australia,-22.2853,133.286,AU,201,Severely Endangered,76.1,0.4265647956459694,language,,AU,Anmatyerre
anor1241,anor1241,Anor,anj,ramu1234,Papunesia,-4.98449,144.801,PG,967,Severely Endangered,87.1,0.3473921967847175,language,,PG,Anor
anse1238,anse1238,Anserma,ans,choc1280,South America,6.24999,-76.05,CO,1050,Definitely Endangered,63.1,0.7458282975490409,language,,CO,Anserma
ansu1237,ansu1237,Ansus,and,aust1307,Papunesia,-1.7543,135.866,ID,103,Severely Endangered,70.4,0.3040258248092188,language,,ID,Ansus
anta1253,anta1253,Antakarinya,ant,pama1250,Australia,-27.1152,134.838,AU,24,Critically Endangered,90.5,0.2779800690854487,language,,AU,Antakarinya
anta1255,anta1255,Antankarana Malagasy,xmv,aust1307,Africa,-13.2164,49.2402,MG,9,Critically Endangered,93.5,0.1154641109996598,language,,MG,Antankarana Malagasy
anti1242,anti1242,Antioquian,,chib1249,South America,7.199341,-75.342236,CO,253,Severely Endangered,80.8,0.3319872106529296,language,,CO,Antioquian
anti1245,anti1245,Antigua and Barbuda Creole English,aig,indo1319,North America,17.068263,-61.821863,AG AI DM GB KN MS,0,Extinct,98.7,0.0,language,,AG AI DM GB KN MS,Antigua and Barbuda Creole English
anua1242,anua1242,Anuak,anu,nilo1247,Africa,7.57714,34.0267,ET SS,4748,Definitely Endangered,67.1,0.6017743641311045,language,,ET SS,Anuak
anuf1239,anuf1239,Anufo,cko,atla1278,Africa,10.2839,0.56021,BJ GH TG,117,Severely Endangered,86.4,0.5753907120789541,language,,BJ GH TG,Anufo
anuk1239,anuk1239,Anuki,aui,aust1307,Papunesia,-9.6692,149.822,PG,1043,Definitely Endangered,59.2,0.6919068945220628,language,,PG,Anuki
anus1237,anus1237,Korur,auq,aust1307,Papunesia,-2.26271,139.502,ID,371,Severely Endangered,77.2,0.5613224343080799,language,,ID,Korur
anut1237,anut1237,Anuta,aud,aust1307,Papunesia,-11.61,169.85,SB,4490,Definitely Endangered,64.5,0.7087150969525623,language,,SB,Anuta
anuu1241,anuu1241,Anu-Hkongso,anl,sino1245,Eurasia,21.5,93.05,MM,18970,Vulnerable,44.6,0.8118739046419193,language,,MM,Anu-Hkongso
anyi1244,anyi1244,Anyin Morofo,mtb,atla1278,Africa,6.1627,-4.64232,CI,4952,Definitely Endangered,70.3,0.7303134879517224,language,,CI,Anyin Morofo
anyi1245,anyi1245,Anyin,any,atla1278,Africa,6.31781,-3.30532,CI GH,680,Severely Endangered,86.9,0.5209959717075421,language,,CI GH,Anyin
aohe1237,aohe1237,Aoheng-Seputan,pni,aust1307,Papunesia,0.87404,114.127,ID,80,Critically Endangered,89.3,0.1577227780969183,language,,ID,Aoheng-Seputan
aona1235,aona1235,Ao Naga,njo,sino1245,Eurasia,26.3241,94.3824,IN,2497,Definitely Endangered,69.8,0.655976929230275,language,,IN,Ao Naga
aore1237,aore1237,Aore,aor,aust1307,Papunesia,-15.5753,167.166,VU,57,Critically Endangered,91.9,0.2502849517002956,language,,VU,Aore
aoua1234,aoua1234,A'ou,aou,taik1256,Eurasia,26.8,105.85,CN,13794,Vulnerable,30.2,0.8094881138743423,language,,CN,A'ou
apal1237,apal1237,Apalachee,xap,musk1252,North America,30.118,-84.416,US,90,Critically Endangered,81.6,0.1609380087973436,language,,US,Apalachee
apal1255,apal1255,Apalik,apo,aust1307,Papunesia,-6.29002,149.96,PG,95,Critically Endangered,90.2,0.2506549997769455,language,,PG,Apalik
